roll6_mean,roll6_min,roll6_max,roll6_frac_neg,roll12_mean,roll12_min,roll12_max,roll12_frac_neg
-0.10627,-0.909467,0.896501,0.590164,-0.159116,-0.757553,0.530145,0.618182
